index,Pathway,Super_class,Class
CC(C)C1=C2Oc3c4c(cc(C(C)C)c3OC23CCC2C(C)(C)CCCC25CC3C(O)(O5)C1=O)CCC1C(C)(C)CCCC1(O)C4,Terpenoids,Diterpenoids,Icetexane diterpenoids
COC1=CC2=C3C(Cc4cc5c(c(c4)Oc4ccc(cc4)CC4c6cc7c(cc6CCN4C)OCC3(O7)C1=O)OCO5)N(C)CC2,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCOC(=O)C12CCC3(C)CC=C(C)C=CC3C1CCC2C(C)C,Terpenoids,Diterpenoids,Mulinane diterpenoids
CC1OC(OC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C(CC(N)=O)NC(=O)C(N)C(O)c5ccc(c(Cl)c5)O4)c4ccc(O)c(c4)-c4c(O)cc(O)cc4C(C(=O)O)NC3=O)OC(CO)C(O)C2O)CC(C)(N)C1O,Amino acids and Peptides,Oligopeptides,Vancomycins and Teicoplanins
CC1=CC(O)C(Br)C(C)(C)C12CCC(C)(Cl)C(Br)C2,Terpenoids,Sesquiterpenoids,Chamigrane sesquiterpenoids
C=C(C)C1CCC2(C1)C1COC2(C)CC(=O)C1,Terpenoids,Sesquiterpenoids,Spirovetivane sesquiterpenoids
COc1ccc(-c2cc(=O)c3c(O)c(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(OC)cc3o2)cc1,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)O,Terpenoids,Carotenoids (C40),"Carotenoids (C40, 顆-顆)"
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=O,Terpenoids,Apocarotenoids,Apocarotenoids (顆-)
CCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
COC(=O)c1ccc(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)C(=O)CCC(C)(C)OC)c(C)c1C,Terpenoids,Carotenoids (C40),"Carotenoids (C40, 鍋-顆)"
COc1ccc2c(c1)[nH]c1c3c(c(C=O)cc12)OC(C)(C)C=C3,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids
CC(C)CC(=O)c1c(O)cc(O)c2c(-c3ccccc3)cc(=O)oc12,Shikimates and Phenylpropanoids,Flavonoids,Neoflavonoids
COC(=O)C12CCC(C3(C4CO4)CCN=N3)C1C1CCC3C4(C)CCCC(C)(C)C4CCC3(C)C1(C)CC2,Terpenoids,Triterpenoids,Lupane triterpenoids
CC(=O)OC1CC(=O)OC(C)(C)C2CC(=NO)C3(C)C(CCC4(C)C(c5ccoc5)OC(=O)C5OC543)C12C,Terpenoids,Triterpenoids,Limonoids
CC1(C)CCCC2(C)C1CCC1(C)C2CC(O)C2(C)c3occc3C(=O)CC12,Terpenoids,Sesterterpenoids,Scalarane sesterterpenoids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC(=CC=CCCO)CC1C(O)C(C)(O)C2C(O)C(Cl)CCN12,Alkaloids,Lysine alkaloids,Indolizidine alkaloids
COc1cc2c(c(O)c1OC)-c1c(cc3c(c1OC)OCO3)CC1COC2C1C,Shikimates and Phenylpropanoids,Lignans,Dibenzocyclooctadienes lignans
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,Shikimates and Phenylpropanoids,Flavonoids,Flavonols
C=CC/C=C/CCC1CCC(=O)O1,Fatty acids,Fatty esters,Lactones
CC(C)C(C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(=O)CCC4(C)C3CCC12C,Terpenoids,Steroids,Cholestane steroids
CC(O)C(N)C(=O)N1CCCC1C(=O)O,Amino acids and Peptides,Small peptides,Dipeptides
COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,Terpenoids,Meroterpenoids,Prenyl quinone meroterpenoids
CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
Cc1ccc2c(O)c(Cc3c(O)c4ccc(C)c(C)c4oc3=O)c(=O)oc2c1C,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
CCCN(CCC)CCc1ccc(O)c(O)c1,Alkaloids,Tyrosine alkaloids,Phenylethylamines
C=C1C(=O)C(OC(C)=O)C=C(C)C(O)C(O)C2C1CC2(C)C,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids
O=C(O)c1ccc(O)c(C(=O)C=Cc2ccc(C=Cc3ccc4ccccc4n3)cc2)c1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
CCCCCCCCCC#CCCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,Alkaloids,Ornithine alkaloids,Pyrrolizidine alkaloids
CCC(C)C1C(=O)NC(Cc2ccc(OCC=C(C)C)cc2)C(=O)N(C)C(C)C(=O)OC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(CO)C(=O)N1C,Polyketides,Oligopeptides,Depsipeptides
NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,Carbohydrates,Aminosugars and aminoglycosides,Aminosugars
CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Diacylglycerols
O=C(c1ccc(O)c(Br)c1)c1nccc2c1[nH]c1ccc(Br)cc12,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
CCCCCCCCCCCCC,Fatty acids,Fatty acyls,Hydrocarbons
CC(N)(Cc1ccc(O)c(OS(=O)(=O)O)c1)C(=O)O,Alkaloids,Tyrosine alkaloids,Phenylethylamines
CC(C)=CCC(O)C(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids"
Cc1ccc2[nH]c3cc4c(cc3c2c1)OCO4,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids
COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(C(=O)c1ccccn1)CC31CN(C(=O)Cc2ccccc2)C1,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphocholines
COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,Carbohydrates,Nucleosides,Purine nucleosides
CC(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Terpenoids,Triterpenoids,Lupane triterpenoids
CC12CCC3C1C(c1c(cc(O)c(C(=O)c4ccccc4)c1O)O2)C3(C)C,Polyketides,Phloroglucinols,Acyl phloroglucinols
C=C1C(=O)O[C@H]2[C@H](OC(=O)C(C)CC)[C@@](C)(O)C[C@@H](O)C[C@H](C)C(=O)[C@@H](OC(=O)/C(C)=C\C)[C@H]12,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids
CCOC(=O)C=C(C)Sc1cc(=O)oc2ccccc12,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
CCCC(=O)OC1CC(OC(C)=O)C2(C)C(OC(C)=O)C(OC(=O)CCC)CC(C)=CC3OC(=O)C4(C)OC34C(OC(C)=O)C2C1C,Terpenoids,Diterpenoids,Briarane diterpenoids
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CCOc2ccccc2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,Polyketides,Macrolides,Tylosins
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,Fatty acids,Glycerolipids,Triacylglycerols
CC(=CCc1c(O)cc2c(c1O)CN(C(C(=O)O)C(C)C)C2=O)CCC=C(C)C(=O)O,Alkaloids,Pseudoalkaloids (transamidation),Isoindole alkaloids
CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CCOC12CC(=O)C(C(C)=O)=C(O)C1(C)c1c(O)c(C(C)=O)c(O)c(C)c1O2,Polyketides,Aromatic polyketides,Depsides and depsidones
CC(=O)OC1CCC2(C)C3CC4C(C)(CCC(C(C)CCC=C(C)C(=O)O)C4(C)O)C3=CCC2C1(C)C,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids"
CC(C)=C1CCC(C)C2(CC(c3ccoc3)OC2=O)C1CCC=O,Terpenoids,Diterpenoids,Halimane diterpenoids
C=C(C)C12CCC3C(C)(CCC4(C)C5CC(C)(C)CCC5(C)CCC34C)C1CC=CO2,Terpenoids,Triterpenoids,Glutinane triterpenoids
COc1cc(O)c2c(c1O)OC(c1ccccc1O)CC2=O,Shikimates and Phenylpropanoids,Flavonoids,Flavanones
CC(C)C(C)C=CC(C)C1CCC2=C3C=CC4C(C)C(O)CCC4(C)C3CCC21C,Terpenoids,Steroids,Ergostane steroids
COc1cc(C(C)=CC(=O)OCC(O)C(O)COC(C)=O)oc(=O)c1,Polyketides,Cyclic polyketides,2-pyrone derivatives
COC(=O)C=CC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,Alkaloids,Tyrosine alkaloids,Morphinan alkaloids
C=CC1(C)CC(O)C2=C(C(=O)C3(O)OCC24CCCC(C)(C)C43O)C1O,Terpenoids,Diterpenoids,Pimarane and Isopimarane diterpenoids
CCC(O)(C(=O)[O-])c1cc2n(c(=O)c1CO)Cc1cc3ccccc3nc1-2,Alkaloids,Tryptophan alkaloids,Pyrroloquinoline alkaloids
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
OCC1OC(OC2C(O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,Shikimates and Phenylpropanoids,Flavonoids,Flavan-3-ols
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)(O)O,Fatty acids,Glycerophospholipids,Glycerophosphates
CC(C)CC(N)C(=O)NC(C(=O)NC(C)C(=O)O)C(C)O,Amino acids and Peptides,Small peptides,Tripeptides
CC(=O)Oc1ccc2cc(-c3cccnc3)c(=O)oc2c1,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
CCCCCCCCCC1CC2CCC3C(C(=O)OC(C)CCCCCC4CC5CCC6CC(C)NC(=N4)N56)C(C)N=C(N1)N23,Alkaloids,Guanidine alkaloids,Tricyclic guanidine alkaloids
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c12,Shikimates and Phenylpropanoids,Flavonoids,Flavones
COc1ccc2c(c1OC(C)=O)C13C=C(OC(C)=O)C(=O)C=C1C(C2)N(C)CC3,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids
COc1ccc(C=CC(=O)c2ccc(O)cc2)cc1OC,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
CC(C)C(NC(=O)CCC(N)C(=O)O)C(=O)O,Amino acids and Peptides,Small peptides,Dipeptides
COC(=O)C1C2CCC(CC1C(=O)Oc1ccccc1)N2,Alkaloids,Ornithine alkaloids,Tropane alkaloids
CCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCC,Fatty acids,Glycerolipids,Diacylglycerols
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,Fatty acids,Glycerophospholipids,Glycerophosphoserines
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)C2C1C[C@@H]1OC(C)(C)OC[C@H]21,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
CCCCCCCCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,Terpenoids,Monoterpenoids,Acyclic monoterpenoids
CC1=C(CCC(C)C(=O)O)C(=O)c2ccccc2C1=O,Terpenoids,Meroterpenoids,Prenyl quinone meroterpenoids
CC1=CC(O)CC(C)(C)C1(O)CCC(C)O,Terpenoids,Apocarotenoids,Apocarotenoids(琯-)
CC(C)C=CC=CC(=O)NCCC(=O)NC1CCCNC1=O,Alkaloids,Lysine alkaloids,Piperidine alkaloids
COC(=O)CCCCCCCCO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,Fatty acids,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides
C=C(C)C1CC23C(O1)OC2(C)C=CC(=O)C3(C)C,Terpenoids,Sesquiterpenoids,Secochamigrane sesquiterpenoids
Cc1ccc2c(c1CCC(O)C(C)(C)O)C(=O)C(O)=C(C(C)C)C2=O,Terpenoids,Diterpenoids,Secoabietane diterpenoids
COc1c(O)ccc2c(=O)c3c(O)cc4occc4c3n(C)c12,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
O=S(=O)(O)ON=C(CCCc1ccccc1)SC1OC(CO)C(O)C(O)C1O,Amino acids and Peptides,Amino acid glycosides,Glucosinolates
COC1C(OC2C=C3C(O)CC4(O)C(CCC5(C)C(C(C)C=CC(C)C(C)CO)C(O)C(OS(=O)(=O)O)C54)C3(C)CC2)OCC(O)C1O,Terpenoids,Steroids,Ergostane steroids
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CCCCCC(C)CCCCCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Branched fatty acids
N[C@@H](Cc1cc(O)c(O)c(SC[C@H](N)C(=O)O)c1)C(=O)O,Alkaloids,Tyrosine alkaloids,Phenylethylamines
CC12CCOC(=O)C=CC=CC(=O)OC3CC4OC5C6OC6(C)CCC5(COC(=O)C1O2)C3(C)C41CO1,Terpenoids,Sesquiterpenoids,Trichothecane sesquiterpenoids
CCCCCCCCCCCCCC(C)CCCCCCCCCCCCC,Fatty acids,Fatty acyls,Hydrocarbons
C=C(C)[C@@H]1CC[C@@]2(C)CC[C@@H](O)C(C)=C2C1,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids
CC(C)C1OC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,Polyketides,Oligopeptides,Depsipeptides
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@@H](C)OCCCCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D3 and derivatives
CC(C=CC=CC=CC=CC=CC=CC=C(C)C(=O)NC(C(=O)O)C(O)C(N)=O)=CC1N=C(C=Cc2ccc[nH]2)OC1C,Amino acids and Peptides,Linear polyketides,DKXanthenes and derivatives
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(C)C(O)C(O)C5OC5OC(C)C(OC6OCC(O)C(O)C6O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CCC34C)C2(C)C=O)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OCC(O)C(O)C2O)C1O,Terpenoids,Triterpenoids,Oleanane triterpenoids
NC(N)=NC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O,Carbohydrates,Polyols,Amino cyclitols
O=C(O)C1OC(OC2C(Oc3ccc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc3)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,Shikimates and Phenylpropanoids,Flavonoids,Flavones
OC[C@@H](COCCCCCCCCC1CC2C1C1C3C4CCC4C3C21)OCCCCCCCCC1CCC2C(C1)C1C3CCC3C21,Fatty acids,Glycerolipids,Diacylglycerols
CCCCCCCCC=CCCCCCCCc1cccc(OC)c1C(=O)OC,Polyketides,Aromatic polyketides,Catechols with side chains
COC1C2=C(C)C(=O)OC2(OC)CC2CCC(O)C(C)C21C,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids
CCOC(=O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CCCCCC/C=C\CCCCOC(=O)CCC/C=C\CCCCCC,Fatty acids,Fatty esters,Wax monoesters
C=C1COC(=O)C2C1CC(O)C2(O)COC(=O)C1=CC=C(C(C)C)CC2C(C)CCC12,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCCCCCCCCCCC(=O)O,Fatty acids,Fatty esters,Fatty acyl carnitines
CC[C@H](C)C[C@H](C)/C=C(\C)c1cc(=O)cc(OC)o1,Polyketides,Cyclic polyketides,4-pyrone derivatives
CC1OC(Oc2cc(O)c3c(c2)OC(c2ccc(O)c(O)c2)CC3=O)C(O)C(O)C1O,Shikimates and Phenylpropanoids,Flavonoids,Flavanones
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCC(O)/C=C/C(=O)O,Fatty acids,Glycerophospholipids,Oxidized glycerophospholipids
COC1OC2CCC3=CC(OC(C)=O)CC(C)C3(C)C2C1C,Terpenoids,Sesquiterpenoids,Nardosinane sesquiterpenoids
CCCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1C(O[C@@H]2OC(CO)[C@H](O)C(O)[C@@H]2O)C(O)[C@@H](O)C(O)[C@H]1O[C@H]1OC(CO)[C@@H](O)C(O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoinositolglycans
COc1cc2oc3c(c(=O)c2c(O)c1C=CC(C)C)CC(C(C)(C)O)Oc1cc(O)ccc1-3,Shikimates and Phenylpropanoids,Flavonoids,Flavones
O=c1oc(OCCBr)c(Cl)c2ccc(NC(=S)Nc3ccccc3)cc12,Shikimates and Phenylpropanoids,Coumarins,Isocoumarins
COc1cc(-c2cc3c(OC4OC(CO)C(O)C(O)C4O)c(-c4cc(OC)c(O)c(OC)c4)oc4cc(=[OH+])cc(o2)c43)ccc1O,Shikimates and Phenylpropanoids,Flavonoids,Anthocyanidins
CC(C)C=CC(C)C1CCC2C3=CC4OC45CC(O)CCC5(C)C3CCC21C,Terpenoids,Steroids,Ergostane steroids
C=C1CCC(C(C)C)C=CC(C)(O)CC=CC(C)(O)CCC1O,Terpenoids,Diterpenoids,Cembrane diterpenoids
CCCCCCC/C=C/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCC,Fatty acids,Spingolipids,Neutral glycosphingolipids
CC1=CC(=O)C(O)C2(C)C1CC1OC(=O)C(OC3OC(CO)C(O)C(O)C3O)C3C(C)C(O)C4(O)OCC13C42,Terpenoids,Triterpenoids,Quassinoids
C=C1CCC(O)C2C(C)C=C(C(C)C)CC12,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids
C=C(C)CCC[C@]1(C)OC(=O)[C@]23CC=C4[C@@H](CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@@H](O[C@@H]7OC[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](OC)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC(=O)[C@H]13,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids"
CCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCCC)COC(=O)CCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CCC(C)[C@@H]1NC(=O)[C@@H]2[C@@H](CCN2C(=O)[C@@H](N)C(C)C)Oc2ccc(cc2)/C=C\NC1=O,Amino acids and Peptides,Peptide alkaloids,Ansa peptide alkaloids
CC(=O)OCc1cc(O)c2c(c1)[C@H]([C@@H](C)CCC=C(C)C)[C@H](OC(C)=O)C[C@H]2C,Terpenoids,Diterpenoids,Serrulatane and Biflorane diterpenoids
COc1cccc2c(O)c3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3=O,Polyketides,Polycyclic aromatic polyketides,Anthracyclines
CC1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2OC2OCC(O)C(O)C2O)C(O)C(O)C1O,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CCOC[C@H]1C(=O)[C@H](O)[C@@H](C(C)=CC=C[C@@H](C)C=CCC(C)C)[C@@H](OC(C)=O)[C@@H]1OCC,Terpenoids,Diterpenoids,Prenylbisabolane diterpenoids
CC1CCC2(O)C(C=O)=COC(OC3OC(C)C(O)C(O)C3O)C12,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
COC1=C(OC)C(=O)c2cc(C)ccc2C1=O,Polyketides,Naphthalenes,Naphthoquinones
CCCCCc1cc(C)c(CCCCC(=O)O)o1,Fatty acids,Fatty Acids and Conjugates,Heterocyclic fatty acids
CCCCCC(O)C(=O)O,Fatty acids,Fatty Acids and Conjugates,Hydroxy fatty acids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC/C=C\C/C=C\C/C=C\C=C/CC/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Diacylglycerols
CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
Cc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2nnc(C(C)C)s2)o1,Polyketides,Chromanes,Chromones
O=C(C=Cc1ccc(O)cc1)OC1C(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)OC(CO)C(O)C1O,Shikimates and Phenylpropanoids,Flavonoids,Flavonols
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerolipids,Diacylglycerols
CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
C=C1C2CCC3C4(C)CCCC(C)C4CCC3(C2)C1O,Terpenoids,Diterpenoids,Norkaurane diterpenoids
CCCCCCCC(O)C(O)CCCCC(O)C1CCC(CCCCCCCCCCCCC2=CC(C)OC2=O)O1,Polyketides,Linear polyketides,Acetogenins
C=CCC1=CC2(OC)C(=O)C(OC)(C1=O)C(c1cc(OC)c3c(c1)OCO3)C2C,Terpenoids,Monoterpenoids,Irregular monoterpenoids
CC(=O)Oc1ccc(-c2cc(=O)c3c(OC(C)=O)c(OC(C)=O)c(OC(C)=O)cc3o2)cc1,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphates
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D3 and derivatives
CCC(C)CCC1C(C)CCC2C(C)(C=O)CCCC12C,Terpenoids,Diterpenoids,Labdane diterpenoids
CCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
C=C1C(=O)C23CC1C=CC2C12CCC(OC(C)=O)C(C)(COC(C)=O)C1C(O)C3(O)OC2,Terpenoids,Diterpenoids,Kaurane and Phyllocladane diterpenoids
